"","Voyage","Deployment","Acc","Acc_ed","Sample_Type","Taxa","CAAB","Taxa_ed","CAAB_ed","weight_g","Count","Comments","Storage_temp","Preservative","Container name","CAAB_updated","Taxa_updated","Message ID","Latitude","Longitude","Site","Net_Name","Depth_Stratum","daylight","date_start","lat_decdeg_start","DateR_start","long_decdeg_start","lat_decdeg_stop","long_decdeg_stop","Site_stop","date_stop","DateR_stop","towtime","Speed_mpm","distance_m_byspeed","VolumeFiltered_m3_speed"
"818","in2020_v08",34,23,"23","S","Krefftichthys anderssoni",37122754,NA,NA,16,6,NA,"-20 degC",NA,NA,37122754,"Krefftichthys anderssoni",574,"55  49.67 S","138  35.14 E","55S","RMT16","Meso","Night",2020-12-29 13:42:00,-54.1721666666667,"29/12/2020 13:42",-137.414333333333,-54.1748333333333,-137.437666666667,"55S",2020-12-29 14:22:00,"29/12/2020 14:22",40,30.867284,1234.69136,19755.06176
"819","in2020_v08",35,23,"23","S","Cranchiidae - undifferentiated",23643000,NA,NA,1,7,NA,"Ambient","Formaldehyde",NA,23643000,"Cranchiidae - undifferentiated",688,"55  49.77 S","138  26.23 E","55S","RMT16","Lmeso","Night",2020-12-30 15:43:00,-54.1705,"30/12/2020 15:43",-137.562833333333,-54.1906666666667,-137.6135,"55S",2020-12-30 17:43:00,"30/12/2020 17:43",120,30.867284,3704.07408,59265.18528
"820","in2020_v08",32,23,"23","SS","Spongiobranchaea australis",NA,NA,NA,NA,NA,"subsample of # 14","Ambient","Formaldehyde","McCarthy Vial",NA,"Spongiobranchaea australis",524,"55  47.36 S","138  33.98 E","55S","RMT16","Meso","Day",2020-12-28 22:51:00,-54.2106666666667,"28/12/2020 22:51",-137.433666666667,-54.201,-137.449,"55S",2020-12-28 23:31:00,"28/12/2020 23:31",40,30.867284,1234.69136,19755.06176
"821","in2020_v08",36,23,"23","S","Electrona antarctica",37122750,NA,NA,19,10,NA,"-20 degC",NA,NA,37122750,"Electrona antarctica",708,"55  53.2 S","138  26.18 E","55S","RMT16","Lmeso","Day",2020-12-31 01:36:00,-54.1133333333333,"31/12/2020 1:36",-137.563666666667,-54.1341666666667,-137.612833333333,"55S",2020-12-31 03:36:00,"31/12/2020 3:36",120,30.867284,3704.07408,59265.18528
"822","in2020_v08",37,23,"23","S","eggs",NA,NA,NA,1,18,"all around 5 mm. Clear with black dot in centre",NA,"discarded onboard",NA,NA,"eggs",705,"58  00.85 S","141  14.26 E","58S","RMT16","Epi","Night",2021-01-01 14:08:00,-57.9858333333333,"1/01/2021 14:08",-140.762333333333,-57.9943333333333,-140.781166666667,"58S",2021-01-01 14:48:00,"1/01/2021 14:48",40,30.867284,1234.69136,19755.06176
"823","in2020_v08",40,23,"23","S","Rosacea spp.",11095902,NA,NA,168,NA,NA,"Ambient","discarded onboard",NA,11095902,"Rosacea spp.",699,"58  00.65 S","141  17.25 E","58S","RMT16","Meso","Night",2021-01-02 14:15:00,-57.9891666666667,"2/01/2021 14:15",-140.7125,-57.9815,-140.734333333333,"58S",2021-01-02 14:55:00,"2/01/2021 14:55",40,30.867284,1234.69136,19755.06176
"824","in2020_v08",41,23,"23","S","Salpa thompsoni - solitary",NA,NA,NA,2,2,NA,NA,"discarded onboard",NA,NA,"Salpa thompsoni - solitary",694,"57  58.61 S","141  19.16 E","58S","RMT16","Lmeso","Day",2021-01-04 02:39:00,-56.0231666666667,"4/01/2021 2:39",-140.680666666667,-56.046,-140.7225,"58S",2021-01-04 04:39:00,"4/01/2021 4:39",120,30.867284,3704.07408,59265.18528
"825","in2020_v08",42,23,"23","S","Larval Fish",NA,NA,NA,0.5,1,NA,"Ambient","Formaldehyde","McCarthy Vial",NA,"Larval Fish",674,"57  58.83 S","141  22.64 E","58S","RMT16","Lmeso","Night",2021-01-04 12:38:00,-56.0195,"4/01/2021 12:38",-140.622666666667,-56.0561666666667,-140.745,"58S",2021-01-04 14:38:00,"4/01/2021 14:38",120,30.867284,3704.07408,59265.18528
"826","in2020_v08",45,23,"23","S","Larval Fish",NA,NA,NA,0.5,1,"white",NA,"discarded onboard",NA,NA,"Larval Fish",731,"57  58.4 S","141  28.94 E","58S","RMT16","Meso","Day",2021-01-06 08:53:00,-56.0266666666667,"6/01/2021 8:53",-140.517666666667,-56.0288333333333,-140.550833333333,"58S",2021-01-06 09:33:00,"6/01/2021 9:33",40,30.867284,1234.69136,19755.06176
"827","in2020_v08",46,23,"23","S","Amphicaryon spp.",11095903,NA,NA,120,NA,NA,NA,"discarded onboard",NA,11095903,"Amphicaryon spp.",733,"57  55.78 S","141  30.23 E","58S","RMT16","Lmeso","Night",2021-01-06 15:11:00,-56.0703333333333,"6/01/2021 15:11",-140.496166666667,-56.0768333333333,-140.557666666667,"58S",2021-01-06 17:11:00,"6/01/2021 17:11",120,30.867284,3704.07408,59265.18528
"828","in2020_v08",38,23,"23","SS","Salpa thompsoni - solitary",NA,NA,NA,NA,NA,"subsample","Ambient","Formaldehyde","McCarthy Vial",NA,"Salpa thompsoni - solitary",703,"58  01.25 S","141  16.17 E","58S","RMT16","Meso","Day",2021-01-01 22:38:00,-57.9791666666667,"1/01/2021 22:38",-140.7305,-57.9861666666667,-140.749833333333,"58S",2021-01-01 23:18:00,"1/01/2021 23:18",40,30.867284,1234.69136,19755.06176
"829","in2020_v08",47,23,"23","S","Salpa thompsoni - solitary juv",NA,NA,NA,0.5,1,NA,NA,"discarded onboard",NA,NA,"Salpa thompsoni - solitary juv",759,"57  55.76 S","141  27.68 E","58S","RMT16","Lmeso","Day",2021-01-07 04:55:00,-56.0706666666667,"7/01/2021 4:55",-140.538666666667,-56.0785,-140.589,"58S",2021-01-07 06:55:00,"7/01/2021 6:55",120,30.867284,3704.07408,59265.18528
"830","in2020_v08",49,23,"23","S","Thysanoessa macrura",28702052,NA,NA,4,137,NA,"-20 degC",NA,NA,28702052,"Thysanoessa macrura",755,"57  53.79 S","141  34.42 E","58S","RMT16","Epi","Night",2021-01-07 14:00:00,-56.1035,"7/01/2021 14:00",-140.426333333333,-56.1016666666667,-140.451333333333,"58S",2021-01-07 14:40:00,"7/01/2021 14:40",40,30.867284,1234.69136,19755.06176
"831","in2020_v08",52,23,"23","S","Calanoides spp.",27205901,NA,NA,0.5,3,"< 1 g wet weight",NA,"discarded onboard",NA,27205901,"Calanoides spp.",816,"57  52.98 S","141  35.01 E","55S","RMT16","Targeted_850to750","Day",2021-01-09 01:36:00,-56.117,"9/01/2021 1:36",-140.4165,-56.117,-140.437333333333,"58S",2021-01-09 02:16:00,"9/01/2021 2:16",40,30.867284,1234.69136,19755.06176
"832","in2020_v08",1,22,"22","S","Solmissus spp.",11082902,NA,NA,30,3,NA,"-20 degC",NA,"Plastic Bag",11082902,"Solmissus spp.",240,"44  45.13 S","145  22.94 E","Trawl","RMT16","Integrated","Day",2020-12-05 09:16:00,-43.2478333333333,"5/12/2020 9:16",-144.617666666667,-43.2748333333333,-144.642833333333,"Trawl",2020-12-05 10:36:00,"5/12/2020 10:36",80,30.867284,2469.38272,39510.12352
"833","in2020_v08",5,22,"22","S","Phylum Chaetognatha - undifferentiated",36010000,NA,NA,0.5,30,NA,"Ambient","Formaldehyde","McCarthy Vial",36010000,"Phylum Chaetognatha - undifferentiated",244,"47  06.59 S","141  23.18 E","SOTS","RMT16","Epi","Night",2020-12-10 16:55:00,-46.8901666666667,"10/12/2020 16:55",-140.613666666667,-46.8816666666667,-140.629833333333,"SOTS",2020-12-10 17:35:00,"10/12/2020 17:35",40,30.867284,1234.69136,19755.06176
"834","in2020_v08",6,22,"22","S","Nematoscelis megalops",28702015,NA,NA,0.5,7,NA,"-20 degC",NA,"Plastic Bag",28702015,"Nematoscelis megalops",246,"47  06.84 S","141  22.77 E","SOTS","RMT16","Lmeso","Night",2020-12-11 11:49:00,-46.886,"11/12/2020 11:49",-140.6205,-46.8473333333333,-140.678333333333,"SOTS",2020-12-11 13:49:00,"11/12/2020 13:49",120,30.867284,3704.07408,59265.18528
"835","in2020_v08",7,22,"22","S","Acanthephyra quadrispinosa",28735007,NA,NA,28,7,NA,"-20 degC",NA,"Plastic Bag",28735007,"Acanthephyra quadrispinosa",248,"47  05.8 S","141  23.16 E","SOTS","RMT16","Lmeso","Day",2020-12-12 04:25:00,-46.9033333333333,"12/12/2020 4:25",-140.614,-46.9305,-140.576333333333,"SOTS",2020-12-12 06:25:00,"12/12/2020 6:25",120,30.867284,3704.07408,59265.18528
"836","in2020_v08",11,22,"22","S","Larval Fish",NA,NA,NA,0.5,7,NA,"Ambient","Formaldehyde","McCarthy Vial",NA,"Larval Fish",254,"47  04.77 S","141  22.33 E","SOTS","RMT16","Epi","Night",2020-12-14 11:23:00,-46.9205,"14/12/2020 11:23",-140.627833333333,-46.9333333333333,-140.636166666667,"SOTS",2020-12-14 12:03:00,"14/12/2020 12:03",40,30.867284,1234.69136,19755.06176
"837","in2020_v08",12,22,"22","S","eggs",NA,NA,NA,0.5,4,"pyrosome balls","Ambient","Formaldehyde","McCarthy Vial",NA,"eggs",256,"47  04.77 S","141  21.82 E","SOTS","RMT16","Meso","Night",2020-12-14 14:23:00,-46.9205,"14/12/2020 14:23",-140.636333333333,-46.9323333333333,-140.644166666667,"SOTS",2020-12-14 15:03:00,"14/12/2020 15:03",40,30.867284,1234.69136,19755.06176
"838","in2020_v08",13,22,"22","S","eggs",NA,NA,NA,0.5,3,"Discarded. Spikey ball pyrosomes. Less than 1mm",NA,"Discarded",NA,NA,"eggs",258,"47  05.41 S","141  21.78 E","SOTS","RMT16","Lmeso","Night",2020-12-15 11:46:00,-46.9098333333333,"15/12/2020 11:46",-140.637,-46.8858333333333,-140.659833333333,"SOTS",2020-12-15 13:46:00,"15/12/2020 13:46",120,30.867284,3704.07408,59265.18528
"839","in2020_v08",14,22,"22","S","Calanoides spp.",27205901,NA,NA,1,15,NA,"-20 degC",NA,"Plastic Bag",27205901,"Calanoides spp.",260,"47  05.53 S","141  21.24 E","SOTS","RMT16","Lmeso","Day",2020-12-16 03:20:00,-46.9078333333333,"16/12/2020 3:20",-140.646,-46.8828333333333,-140.684833333333,"SOTS",2020-12-16 05:20:00,"16/12/2020 5:20",120,30.867284,3704.07408,59265.18528
"840","in2020_v08",15,22,"22","SS","Phylum Chaetognatha - undifferentiated",36010000,NA,NA,20,100,"subsample of acc#1","Ambient","Formaldehyde","McCarthy Vial",36010000,"Phylum Chaetognatha - undifferentiated",262,"47  04.96 S","141  21.45 E","SOTS","RMT16","Epi","Day",2020-12-17 21:19:00,-46.9173333333333,"17/12/2020 21:19",-140.6425,-46.929,-140.651666666667,"SOTS",2020-12-17 21:59:00,"17/12/2020 21:59",40,30.867284,1234.69136,19755.06176
"841","in2020_v08",16,22,"22","S","Salpa spp.",35103908,NA,NA,0.5,1,NA,"-20 degC",NA,"Plastic Bag",35103908,"Salpa spp.",264,"47  05.03 S","141  22.09 E","SOTS","RMT16","Meso","Day",2020-12-18 01:07:00,-46.9161666666667,"18/12/2020 1:07",-140.631833333333,-46.9093333333333,-140.643333333333,"SOTS",2020-12-18 01:47:00,"18/12/2020 1:47",40,30.867284,1234.69136,19755.06176
"842","in2020_v08",17,22,"22","S","Vogtia spinosa",11094003,NA,NA,35,10,NA,NA,"discarded onboard",NA,11094003,"Vogtia spinosa",284,"47  05.07 S","141  21.91 E","SOTS","RMT16","Epi","Night",2020-12-18 11:21:00,-46.9155,"18/12/2020 11:21",-140.634833333333,-46.9163333333333,-140.643166666667,"SOTS",2020-12-18 12:01:00,"18/12/2020 12:01",40,30.867284,1234.69136,19755.06176
"843","in2020_v08",18,22,"22","S","eggs",NA,NA,NA,0.5,2,"""spiky balls"", wet weight <1g","Ambient","Formaldehyde","McCarthy Vial",NA,"eggs",287,"47  05.03 S","141  20.77 E","SOTS","RMT16","Meso","Night",2020-12-19 14:28:00,-46.9161666666667,"19/12/2020 14:28",-140.653833333333,-46.9168333333333,-140.610666666667,"SOTS",2020-12-19 15:08:00,"19/12/2020 15:08",40,30.867284,1234.69136,19755.06176
"844","in2020_v08",21,22,"22","S","Styliola subula",24407002,NA,NA,0.5,6,NA,NA,"discarded onboard",NA,24407002,"Styliola subula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"845","in2020_v08",26,22,"22","S","Calanoides spp.",27205901,NA,NA,0.5,8,"< 1 g wet weight",NA,"discarded onboard",NA,27205901,"Calanoides spp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"846","in2020_v08",27,22,"22","SS","Euphausia triacantha",28702043,NA,NA,0.5,24,"subsample of  #20","Ambient","Ethanol 70%",NA,28702043,"Euphausia triacantha",468,"55  50.75 S","138  59.51 E","55S","RMT16","Epi","Night",2020-12-25 13:23:00,-54.1541666666667,"25/12/2020 13:23",-137.008166666667,-54.1561666666667,-137.032166666667,"55S",2020-12-25 14:03:00,"25/12/2020 14:03",40,30.867284,1234.69136,19755.06176
"847","in2020_v08",28,22,"22","S","Parandania boecki",28490011,NA,NA,3,9,NA,"-20 degC",NA,"Plastic Bag",28490011,"Parandania boecki",470,"55  49.52 S","138  55.39 E","55S","RMT16","Lmeso","Day",2020-12-26 05:28:00,-54.1746666666667,"26/12/2020 5:28",-137.076833333333,-54.211,-137.1255,"55S",2020-12-26 07:28:00,"26/12/2020 7:28",120,30.867284,3704.07408,59265.18528
"848","in2020_v08",29,22,"22","S","Salpa thompsoni - solitary",NA,NA,NA,61,3,"solitary","-20 degC",NA,"Plastic Bag",NA,"Salpa thompsoni - solitary",523,"55  47.02 S","138  34.82 E","55S","RMT16","Lmeso","Night",2020-12-26 15:44:00,-54.2163333333333,"26/12/2020 15:44",-137.419666666667,-54.2151666666667,-137.103166666667,"55S",2020-12-26 17:44:00,"26/12/2020 17:44",120,30.867284,3704.07408,59265.18528
"849","in2020_v08",30,22,"22","S","Clio recurva",24406004,NA,NA,1,4,NA,"-20 degC",NA,"Plastic Bag",24406004,"Clio recurva",572,"55  50.16 S","138  45.8 E","55S","RMT16","Lmeso","Day",2020-12-27 02:28:00,-54.164,"27/12/2020 2:28",-137.236666666667,-54.1838333333333,-137.337,"55S",2020-12-27 03:08:00,"27/12/2020 3:08",40,30.867284,1234.69136,19755.06176
"850","in2020_v08",31,22,"22","S","Thysanoessa macrura",28702052,NA,NA,0.5,3,"< 1 g wet weight","-20 degC",NA,"Plastic Bag",28702052,"Thysanoessa macrura",520,"55  47.81 S","138  35.86 E","55S","RMT16","Epi","Night",2020-12-28 03:16:00,-54.2031666666667,"28/12/2020 3:16",-137.402333333333,-54.204,-137.416333333333,"55S",2020-12-28 03:56:00,"28/12/2020 3:56",40,30.867284,1234.69136,19755.06176
"851","in2020_v08",35,22,"22","S","Themisto gaudichaudii",28570022,NA,NA,1,11,NA,NA,"Ethanol 70%",NA,28570022,"Themisto gaudichaudii",688,"55  49.77 S","138  26.23 E","55S","RMT16","Lmeso","Night",2020-12-30 15:43:00,-54.1705,"30/12/2020 15:43",-137.562833333333,-54.1906666666667,-137.6135,"55S",2020-12-30 17:43:00,"30/12/2020 17:43",120,30.867284,3704.07408,59265.18528
"852","in2020_v08",32,22,"22","SS","Hydromedusa",NA,NA,NA,NA,NA,"subsample of #11","Ambient","Formaldehyde","McCarthy Vial",NA,"Hydromedusa",524,"55  47.36 S","138  33.98 E","55S","RMT16","Meso","Day",2020-12-28 22:51:00,-54.2106666666667,"28/12/2020 22:51",-137.433666666667,-54.201,-137.449,"55S",2020-12-28 23:31:00,"28/12/2020 23:31",40,30.867284,1234.69136,19755.06176
"853","in2020_v08",36,22,"22","S","Bathylagus spp.",37098501,NA,NA,18,5,NA,"-20 degC",NA,NA,37098501,"Bathylagus spp.",708,"55  53.2 S","138  26.18 E","55S","RMT16","Lmeso","Day",2020-12-31 01:36:00,-54.1133333333333,"31/12/2020 1:36",-137.563666666667,-54.1341666666667,-137.612833333333,"55S",2020-12-31 03:36:00,"31/12/2020 3:36",120,30.867284,3704.07408,59265.18528
"854","in2020_v08",37,22,"22","S","Thysanopoda spp.",28702908,NA,NA,0.5,1,NA,"Ambient","Ethanol 70%",NA,28702908,"Thysanopoda spp.",705,"58  00.85 S","141  14.26 E","58S","RMT16","Epi","Night",2021-01-01 14:08:00,-57.9858333333333,"1/01/2021 14:08",-140.762333333333,-57.9943333333333,-140.781166666667,"58S",2021-01-01 14:48:00,"1/01/2021 14:48",40,30.867284,1234.69136,19755.06176
"855","in2020_v08",40,22,"22","S","Periphylla periphylla",11128001,NA,NA,1,4,"small periphylla",NA,"discarded onboard",NA,11128001,"Periphylla periphylla",699,"58  00.65 S","141  17.25 E","58S","RMT16","Meso","Night",2021-01-02 14:15:00,-57.9891666666667,"2/01/2021 14:15",-140.7125,-57.9815,-140.734333333333,"58S",2021-01-02 14:55:00,"2/01/2021 14:55",40,30.867284,1234.69136,19755.06176
"856","in2020_v08",41,22,"22","S","Salpa thompsoni - solitary juv",NA,NA,NA,20,14,"8-banded salp","-20 degC",NA,"Plastic Bag",NA,"Salpa thompsoni - solitary juv",694,"57  58.61 S","141  19.16 E","58S","RMT16","Lmeso","Day",2021-01-04 02:39:00,-56.0231666666667,"4/01/2021 2:39",-140.680666666667,-56.046,-140.7225,"58S",2021-01-04 04:39:00,"4/01/2021 4:39",120,30.867284,3704.07408,59265.18528
"857","in2020_v08",42,22,"22","S","Order Gymnosomata - undifferentiated",24410000,NA,NA,0.5,1,"""Doliolid shaped""",NA,"discarded onboard",NA,24410000,"Order Gymnosomata - undifferentiated",674,"57  58.83 S","141  22.64 E","58S","RMT16","Lmeso","Night",2021-01-04 12:38:00,-56.0195,"4/01/2021 12:38",-140.622666666667,-56.0561666666667,-140.745,"58S",2021-01-04 14:38:00,"4/01/2021 14:38",120,30.867284,3704.07408,59265.18528
"858","in2020_v08",45,22,"22","S","Hydromedusa",NA,NA,NA,20,9,"clear medusa","-20 degC",NA,"Plastic Bag",NA,"Hydromedusa",731,"57  58.4 S","141  28.94 E","58S","RMT16","Meso","Day",2021-01-06 08:53:00,-56.0266666666667,"6/01/2021 8:53",-140.517666666667,-56.0288333333333,-140.550833333333,"58S",2021-01-06 09:33:00,"6/01/2021 9:33",40,30.867284,1234.69136,19755.06176
"859","in2020_v08",46,22,"22","S","Hydromedusa",NA,NA,NA,NA,NA,"Red medusa in pieces, discarded",NA,"discarded onboard",NA,NA,"Hydromedusa",733,"57  55.78 S","141  30.23 E","58S","RMT16","Lmeso","Night",2021-01-06 15:11:00,-56.0703333333333,"6/01/2021 15:11",-140.496166666667,-56.0768333333333,-140.557666666667,"58S",2021-01-06 17:11:00,"6/01/2021 17:11",120,30.867284,3704.07408,59265.18528
"860","in2020_v08",38,22,"22","SS","Salpa fusiformis",35103014,NA,NA,NA,NA,"subsample",NA,"Formaldehyde","McCarthy Vial",35103014,"Salpa fusiformis",703,"58  01.25 S","141  16.17 E","58S","RMT16","Meso","Day",2021-01-01 22:38:00,-57.9791666666667,"1/01/2021 22:38",-140.7305,-57.9861666666667,-140.749833333333,"58S",2021-01-01 23:18:00,"1/01/2021 23:18",40,30.867284,1234.69136,19755.06176
"861","in2020_v08",47,22,"22","S","Salpa fusiformis",35103014,NA,NA,3,3,NA,NA,"discarded onboard",NA,35103014,"Salpa fusiformis",759,"57  55.76 S","141  27.68 E","58S","RMT16","Lmeso","Day",2021-01-07 04:55:00,-56.0706666666667,"7/01/2021 4:55",-140.538666666667,-56.0785,-140.589,"58S",2021-01-07 06:55:00,"7/01/2021 6:55",120,30.867284,3704.07408,59265.18528
"862","in2020_v08",49,22,"22","S","Spongiobranchaea australis",NA,NA,NA,1,21,"Spongiobranchia australia",NA,"discarded onboard",NA,NA,"Spongiobranchaea australis",755,"57  53.79 S","141  34.42 E","58S","RMT16","Epi","Night",2021-01-07 14:00:00,-56.1035,"7/01/2021 14:00",-140.426333333333,-56.1016666666667,-140.451333333333,"58S",2021-01-07 14:40:00,"7/01/2021 14:40",40,30.867284,1234.69136,19755.06176
"863","in2020_v08",52,22,"22","S","Tomopteris spp.",22068901,NA,NA,0.5,1,"< 1 g wet weight","-20 degC",NA,"Plastic Bag",22068901,"Tomopteris spp.",816,"57  52.98 S","141  35.01 E","55S","RMT16","Targeted_850to750","Day",2021-01-09 01:36:00,-56.117,"9/01/2021 1:36",-140.4165,-56.117,-140.437333333333,"58S",2021-01-09 02:16:00,"9/01/2021 2:16",40,30.867284,1234.69136,19755.06176
"864","in2020_v08",53,22,"22","S","Styliola subula",24407002,NA,NA,0.5,3,"< 1 g wet weight",NA,"discarded onboard",NA,24407002,"Styliola subula",818,"57  52.36 S","141  36.4 E","58S","RMT16","Meso","Night",2021-01-09 14:23:00,-56.1273333333333,"9/01/2021 14:23",-140.393333333333,-56.1291666666667,-140.4115,"58S",2021-01-09 15:03:00,"9/01/2021 15:03",40,30.867284,1234.69136,19755.06176
"865","in2020_v08",1,21,"21","S","Clio spp.",24406901,NA,NA,0.5,1,NA,"Ambient","Formaldehyde","McCarthy Vial",24406901,"Clio spp.",240,"44  45.13 S","145  22.94 E","Trawl","RMT16","Integrated","Day",2020-12-05 09:16:00,-43.2478333333333,"5/12/2020 9:16",-144.617666666667,-43.2748333333333,-144.642833333333,"Trawl",2020-12-05 10:36:00,"5/12/2020 10:36",80,30.867284,2469.38272,39510.12352
"866","in2020_v08",5,21,"21","S","Pyrosoma atlanticum",35101001,NA,NA,5419,13,NA,"-20 degC",NA,"Plastic Bag",35101001,"Pyrosoma atlanticum",244,"47  06.59 S","141  23.18 E","SOTS","RMT16","Epi","Night",2020-12-10 16:55:00,-46.8901666666667,"10/12/2020 16:55",-140.613666666667,-46.8816666666667,-140.629833333333,"SOTS",2020-12-10 17:35:00,"10/12/2020 17:35",40,30.867284,1234.69136,19755.06176
"867","in2020_v08",6,21,"21","S","remainder",NA,NA,NA,193,NA,NA,NA,"discarded onboard",NA,NA,"remainder",246,"47  06.84 S","141  22.77 E","SOTS","RMT16","Lmeso","Night",2020-12-11 11:49:00,-46.886,"11/12/2020 11:49",-140.6205,-46.8473333333333,-140.678333333333,"SOTS",2020-12-11 13:49:00,"11/12/2020 13:49",120,30.867284,3704.07408,59265.18528
"868","in2020_v08",25,21,"21","S","Electrona antarctica",37122750,NA,NA,2.5,5,NA,"-20 degC",NA,"Plastic Bag",37122750,"Electrona antarctica",466,"55  47.21 S","138  51.64 E","55S","RMT16","Meso","Night",2020-12-24 17:00:00,-54.2131666666667,"24/12/2020 17:00",-137.139333333333,-54.2136666666667,-137.138666666667,"55S",2020-12-24 17:40:00,"24/12/2020 17:40",40,30.867284,1234.69136,19755.06176
"869","in2020_v08",7,21,"21","S","Phorcosergia potens",28720020,NA,NA,19,45,NA,"-20 degC",NA,"Plastic Bag",28720020,"Phorcosergia potens",248,"47  05.8 S","141  23.16 E","SOTS","RMT16","Lmeso","Day",2020-12-12 04:25:00,-46.9033333333333,"12/12/2020 4:25",-140.614,-46.9305,-140.576333333333,"SOTS",2020-12-12 06:25:00,"12/12/2020 6:25",120,30.867284,3704.07408,59265.18528
"870","in2020_v08",11,21,"21","S","Styliola subula",24407002,NA,NA,3.5,43,NA,"-20 degC",NA,"Plastic Bag",24407002,"Styliola subula",254,"47  04.77 S","141  22.33 E","SOTS","RMT16","Epi","Night",2020-12-14 11:23:00,-46.9205,"14/12/2020 11:23",-140.627833333333,-46.9333333333333,-140.636166666667,"SOTS",2020-12-14 12:03:00,"14/12/2020 12:03",40,30.867284,1234.69136,19755.06176
"871","in2020_v08",12,21,"21","S","Rhopalonema spp.",11089906,NA,NA,10,18,NA,"Ambient","Formaldehyde","McCarthy Vial",11089906,"Rhopalonema spp.",256,"47  04.77 S","141  21.82 E","SOTS","RMT16","Meso","Night",2020-12-14 14:23:00,-46.9205,"14/12/2020 14:23",-140.636333333333,-46.9323333333333,-140.644166666667,"SOTS",2020-12-14 15:03:00,"14/12/2020 15:03",40,30.867284,1234.69136,19755.06176
"872","in2020_v08",13,21,"21","S","Cranchiidae - undifferentiated",23643000,NA,NA,5,3,NA,"-20 degC",NA,"Plastic Bag",23643000,"Cranchiidae - undifferentiated",258,"47  05.41 S","141  21.78 E","SOTS","RMT16","Lmeso","Night",2020-12-15 11:46:00,-46.9098333333333,"15/12/2020 11:46",-140.637,-46.8858333333333,-140.659833333333,"SOTS",2020-12-15 13:46:00,"15/12/2020 13:46",120,30.867284,3704.07408,59265.18528
"873","in2020_v08",14,21,"21","S","Order Siphonophora - undifferentiated",11090000,NA,NA,249,NA,NA,NA,"discarded onboard",NA,11090000,"Order Siphonophora - undifferentiated",260,"47  05.53 S","141  21.24 E","SOTS","RMT16","Lmeso","Day",2020-12-16 03:20:00,-46.9078333333333,"16/12/2020 3:20",-140.646,-46.8828333333333,-140.684833333333,"SOTS",2020-12-16 05:20:00,"16/12/2020 5:20",120,30.867284,3704.07408,59265.18528
"874","in2020_v08",15,21,"21","S","Sminthea spp.",11089907,NA,NA,243,41,NA,"-20 degC",NA,"Plastic Bag",11089907,"Sminthea spp.",262,"47  04.96 S","141  21.45 E","SOTS","RMT16","Epi","Day",2020-12-17 21:19:00,-46.9173333333333,"17/12/2020 21:19",-140.6425,-46.929,-140.651666666667,"SOTS",2020-12-17 21:59:00,"17/12/2020 21:59",40,30.867284,1234.69136,19755.06176
"875","in2020_v08",16,21,"21","S","Stylocheiron spp.",28702906,NA,NA,0.5,1,NA,"-20 degC",NA,"Plastic Bag",28702906,"Stylocheiron spp.",264,"47  05.03 S","141  22.09 E","SOTS","RMT16","Meso","Day",2020-12-18 01:07:00,-46.9161666666667,"18/12/2020 1:07",-140.631833333333,-46.9093333333333,-140.643333333333,"SOTS",2020-12-18 01:47:00,"18/12/2020 1:47",40,30.867284,1234.69136,19755.06176
"876","in2020_v08",17,21,"21","S","Phronima houses",NA,NA,NA,0.5,2,"weight",NA,"discarded onboard",NA,NA,"Phronima houses",284,"47  05.07 S","141  21.91 E","SOTS","RMT16","Epi","Night",2020-12-18 11:21:00,-46.9155,"18/12/2020 11:21",-140.634833333333,-46.9163333333333,-140.643166666667,"SOTS",2020-12-18 12:01:00,"18/12/2020 12:01",40,30.867284,1234.69136,19755.06176
"877","in2020_v08",18,21,"21","S","Hydromedusa",NA,NA,NA,5,1,"Discarded on board. Medusa with ""bobbly bits""",NA,NA,NA,NA,"Hydromedusa",287,"47  05.03 S","141  20.77 E","SOTS","RMT16","Meso","Night",2020-12-19 14:28:00,-46.9161666666667,"19/12/2020 14:28",-140.653833333333,-46.9168333333333,-140.610666666667,"SOTS",2020-12-19 15:08:00,"19/12/2020 15:08",40,30.867284,1234.69136,19755.06176
"878","in2020_v08",20,21,"21","S","Phylum Chaetognatha - undifferentiated",36010000,NA,NA,1005,3465,"discarded",NA,"discarded onboard",NA,36010000,"Phylum Chaetognatha - undifferentiated",297,"47  05 S","141  22.91 E","SOTS","RMT16","target_100to0m","Day",2020-12-19 07:21:00,-46.9166666666667,"19/12/2020 7:21",-140.618166666667,-46.9161666666667,-140.627833333333,"SOTS",2020-12-19 07:41:00,"19/12/2020 7:41",20,30.867284,617.34568,9877.53088
"879","in2020_v08",21,21,"21","S","Salpa spp.",35103908,NA,NA,0.5,5,"clear with visible gut","Ambient","Formaldehyde","McCarthy Vial",35103908,"Salpa spp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
